t,Q,P,PET,T
03-Aug-2000,0.17,3.16,1.9,15.65
04-Aug-2000,0.16,0,2.56,16.4
05-Aug-2000,0.16,0,2.98,17.61
06-Aug-2000,0.17,0.15,2.92,19.64
07-Aug-2000,0.17,0.33,2.59,18.32
08-Aug-2000,0.16,0,2.46,18.27
09-Aug-2000,0.16,0,2.53,19.03
10-Aug-2000,0.16,0,2.7,19.03
11-Aug-2000,0.15,0,2.9,18.28
12-Aug-2000,0.15,0,3.9,19.59
13-Aug-2000,0.14,0.29,2.34,19.86
14-Aug-2000,0.14,0,2.54,20.44
15-Aug-2000,0.14,1.61,3.34,18.61
16-Aug-2000,0.14,0.22,3.29,17.85
17-Aug-2000,0.14,0.06,3.17,16.94
18-Aug-2000,0.15,5.07,1.75,15.63
19-Aug-2000,0.16,0,2.94,16.91
20-Aug-2000,0.15,0.96,2.52,15.12
21-Aug-2000,0.16,6.6,2.25,14.56
22-Aug-2000,0.17,0,2.31,15.02
23-Aug-2000,0.17,0,2.99,15.9
24-Aug-2000,0.17,0,2.85,17.09
25-Aug-2000,0.11,0,3.05,17.22
26-Aug-2000,0.11,0.3,1.51,18.19
27-Aug-2000,0.1,0.01,2.23,16.32
28-Aug-2000,0.1,3.31,2,14.51
29-Aug-2000,0.11,0,2.16,14.48
30-Aug-2000,0.1,0.02,2.4,14.07
31-Aug-2000,0.1,5.91,2.12,14.78
01-Sep-2000,0.11,1.1,1.52,14.49
02-Sep-2000,0.11,3.22,1.6,13.81
03-Sep-2000,0.11,0,2.13,12.57
04-Sep-2000,0.11,0,2.15,12.89
05-Sep-2000,0.11,0.58,1.34,14.56
06-Sep-2000,0.11,0.73,2.54,15.44
07-Sep-2000,0.11,0.71,1.52,14.91
08-Sep-2000,0.11,0.13,1.09,16.73
09-Sep-2000,0.11,0,1.59,17.08
10-Sep-2000,0.11,0,1.98,19.25
11-Sep-2000,0.11,0,2.3,20.3
12-Sep-2000,0.11,0,2.44,18.85
13-Sep-2000,0.11,0,1.28,16.46
14-Sep-2000,0.11,4.22,1.01,15.96
15-Sep-2000,0.15,21.25,0.62,15.26
16-Sep-2000,0.15,2.07,1.3,13.81
17-Sep-2000,0.14,0.02,1.17,14.84
18-Sep-2000,0.14,8.17,0.52,13.74
19-Sep-2000,0.16,11.35,0.58,14.38
20-Sep-2000,0.16,0.06,1.41,13.68
21-Sep-2000,0.15,0.21,1.44,13.43
22-Sep-2000,0.14,0.11,1.83,17.08
23-Sep-2000,0.13,0,1.88,17.86
24-Sep-2000,0.14,2.1,1.03,14.75
25-Sep-2000,0.13,20.89,1.27,13.37
26-Sep-2000,0.17,0.03,1.16,16.22
27-Sep-2000,0.15,4.99,1.51,14.15
28-Sep-2000,0.15,0.05,1.24,13.89
29-Sep-2000,0.14,0,0.91,14.28
30-Sep-2000,0.13,0.21,0.7,14.41
01-Oct-2000,0.13,0,0.98,13.19
02-Oct-2000,0.13,0.61,1.04,12.12
03-Oct-2000,0.13,0.23,0.89,12.65
04-Oct-2000,0.13,0.13,1.78,13.61
05-Oct-2000,0.13,0.56,1.28,10.55
06-Oct-2000,0.13,0.09,1.15,9.03
07-Oct-2000,0.14,7.32,0.46,9.13
08-Oct-2000,0.15,0.02,0.84,11.03
09-Oct-2000,0.17,15.76,0.45,8.25
10-Oct-2000,0.25,9.51,0.9,8.17
11-Oct-2000,0.27,0.91,0.85,8.73
12-Oct-2000,0.23,0.12,0.48,9.27
13-Oct-2000,0.2,0.02,0.49,9.4
14-Oct-2000,0.18,0,0.35,10.21
15-Oct-2000,0.18,0.45,0.44,11.54
16-Oct-2000,0.18,4.25,0.21,11.4
17-Oct-2000,0.18,3.88,1.01,9.85
18-Oct-2000,0.18,0.84,0.63,12.54
19-Oct-2000,0.21,0.02,0.68,10
20-Oct-2000,0.28,24.73,0.25,10.4
21-Oct-2000,0.8,0.49,0.12,10.89
22-Oct-2000,0.52,0.48,0.02,9.99
23-Oct-2000,0.42,0.83,0.73,12.37
24-Oct-2000,0.38,0.6,0.79,10.56
25-Oct-2000,0.33,0.04,1.39,11.52
26-Oct-2000,0.3,6.82,0.98,9.42
27-Oct-2000,0.37,3.47,0.39,11.54
28-Oct-2000,0.62,11.69,0.48,11.71
29-Oct-2000,0.9,27.71,1.13,8.97
30-Oct-2000,2.12,0.33,1.1,9.12
31-Oct-2000,1.12,0.06,0.85,8.89
01-Nov-2000,0.82,0.02,0.94,7.63
02-Nov-2000,0.9,8.89,0.56,6.63
03-Nov-2000,0.84,0.02,0.59,6.73
04-Nov-2000,0.73,0.05,0.26,5.79
05-Nov-2000,0.77,15.62,0.31,6.21
06-Nov-2000,1.57,10.97,0.29,9.5
07-Nov-2000,1.68,11.29,0.24,8.38
08-Nov-2000,1.91,0.96,0.37,7.01
09-Nov-2000,1.38,1.23,0.33,7.41
10-Nov-2000,1.16,2.63,0.43,6.95
11-Nov-2000,1.29,8.43,0.47,10.08
12-Nov-2000,1.39,0.02,0.6,7.84
13-Nov-2000,1.18,0.02,0.21,5.28
14-Nov-2000,1.06,1.04,0,3.91
15-Nov-2000,1,7.7,0.02,2.69
16-Nov-2000,1.2,1.08,0.25,6.89
17-Nov-2000,1.14,0.78,0.19,3.89
18-Nov-2000,1.09,3.44,0.17,6.77
19-Nov-2000,1.1,0.1,0.22,7.62
20-Nov-2000,1.04,0.05,0,3.96
21-Nov-2000,1.05,5.35,0.03,4.2
22-Nov-2000,1.11,0.7,0.83,7.53
23-Nov-2000,1.37,8.94,0,6.15
24-Nov-2000,1.47,2.38,0.05,5.98
25-Nov-2000,1.54,5.03,0.34,8.64
26-Nov-2000,1.44,0.02,0.94,7.51
27-Nov-2000,1.29,6.39,0.14,6.74
28-Nov-2000,1.46,0.14,0.49,12.89
29-Nov-2000,1.31,0.77,0.64,11.71
30-Nov-2000,1.2,3.39,0.21,8.5
01-Dec-2000,1.33,2.67,0.25,11.25
02-Dec-2000,1.3,0.02,0.23,9.03
03-Dec-2000,1.22,0.86,0.02,6.87
04-Dec-2000,1.2,0.68,0.61,10.4
05-Dec-2000,1.16,0.12,0.66,11.44
06-Dec-2000,1.11,0,0.47,10.45
07-Dec-2000,1.17,8.28,0,8.57
08-Dec-2000,1.33,0,0.98,10.48
09-Dec-2000,1.18,2.18,0.48,8.44
10-Dec-2000,1.14,1.53,0.57,8.94
11-Dec-2000,1.15,4.52,0.55,12.17
12-Dec-2000,1.25,3.55,0.45,12.88
13-Dec-2000,1.24,0.97,1.42,9.26
14-Dec-2000,1.17,2.57,0.2,5.43
15-Dec-2000,1.12,0,0.18,2.81
16-Dec-2000,1.07,0.13,0.08,0.85
17-Dec-2000,1.04,0,0,0.33
18-Dec-2000,1.01,0.02,0,2.79
19-Dec-2000,1.01,1.13,0,6.24
20-Dec-2000,0.99,0,0.08,7.38
21-Dec-2000,0.96,0.02,0.07,5.9
22-Dec-2000,0.95,0,0,4.72
23-Dec-2000,0.93,7.28,0,4.37
24-Dec-2000,1.28,8.18,0.09,4.88
25-Dec-2000,1.37,0.02,0.81,3.25
26-Dec-2000,1.23,0,0.66,1.64
27-Dec-2000,1.12,0.57,0.25,0.98
28-Dec-2000,1.04,0.75,0.02,-1.78
29-Dec-2000,0.98,0.83,0.1,-2.47
30-Dec-2000,0.91,0.16,0.16,-1.22
31-Dec-2000,1.03,13.81,0.17,-0.94
01-Jan-2001,1.95,1.59,0.06,6.98
02-Jan-2001,1.49,0.92,0.44,8.58
03-Jan-2001,1.25,1.74,0.33,5.61
04-Jan-2001,1.88,12.94,0.06,7.77
05-Jan-2001,1.8,0.22,0.01,5.17
06-Jan-2001,1.41,0.11,0.03,3.85
07-Jan-2001,1.25,0.79,0.1,3.96
08-Jan-2001,1.18,0.2,0.12,4.11
09-Jan-2001,1.13,0.07,0,1.41
10-Jan-2001,1.09,0.21,0.45,4.07
11-Jan-2001,1.03,0,1.01,4.08
12-Jan-2001,1.01,0,0.66,4.92
13-Jan-2001,0.99,0,0.05,3.39
14-Jan-2001,0.98,0.02,0,2.77
15-Jan-2001,0.98,0,0.19,2.13
16-Jan-2001,0.97,0.02,0,-0.56
17-Jan-2001,0.93,0,0,-1.36
18-Jan-2001,0.91,0,0.01,-0.58
19-Jan-2001,0.92,0.01,0,-0.38
20-Jan-2001,0.89,0,0,-0.76
21-Jan-2001,0.91,1.98,0.04,0.45
22-Jan-2001,0.95,3,0,4.85
23-Jan-2001,1.02,3.5,0.24,6.98
24-Jan-2001,1.01,3.37,0.9,7.65
25-Jan-2001,1.03,0,0.3,5.33
26-Jan-2001,1.51,15.56,0.25,4.42
27-Jan-2001,1.91,0.79,0.26,2.76
28-Jan-2001,1.35,0.25,0,1.09
29-Jan-2001,1.16,0.06,0.01,1.02
30-Jan-2001,1.09,3.68,0,1.95
31-Jan-2001,1.09,0.2,0.05,2.71
01-Feb-2001,1.07,4.43,0,-0.7
02-Feb-2001,1.29,6.33,0,4.09
03-Feb-2001,1.66,9.01,0.26,5.84
04-Feb-2001,3.18,12.97,0.11,4.6
05-Feb-2001,2.6,6.12,0.25,6.6
06-Feb-2001,2.23,0.12,1.04,9.44
07-Feb-2001,1.75,2.58,0.76,8.39
08-Feb-2001,1.58,0.08,0.42,4.5
09-Feb-2001,1.45,0,0.26,2.17
10-Feb-2001,1.39,0.65,0.39,4.57
11-Feb-2001,1.36,4.56,0.78,11.96
12-Feb-2001,2.03,9.27,0.41,8.08
13-Feb-2001,1.76,0.06,0.3,4.53
14-Feb-2001,1.54,0.02,0.21,3.53
15-Feb-2001,1.42,0.12,0.16,2.92
16-Feb-2001,1.35,0,0.29,4.4
17-Feb-2001,1.29,0.03,0.32,3.3
18-Feb-2001,1.27,0.02,0.21,1.66
19-Feb-2001,1.24,0.2,0.21,1.99
20-Feb-2001,1.2,0.02,0.38,3.76
21-Feb-2001,1.18,0,0.63,7.91
22-Feb-2001,1.16,2.57,0.84,6.32
23-Feb-2001,1.16,3.77,0.98,3.35
24-Feb-2001,1.2,0.67,0.92,1.91
25-Feb-2001,1.17,0.09,0.76,0.57
26-Feb-2001,1.15,1.35,0.78,3.14
27-Feb-2001,1.11,0.77,0.36,2.95
28-Feb-2001,1.1,3.38,0.5,2.38
01-Mar-2001,1.1,1.84,0.66,1.29
02-Mar-2001,1.1,0.94,0.51,0.14
03-Mar-2001,1.08,0.06,0.7,0.24
04-Mar-2001,1.05,0,0.63,0.88
05-Mar-2001,1,0,0.71,1.09
06-Mar-2001,1.03,8.35,0.98,4.78
07-Mar-2001,1.15,0.06,0.98,10.63
08-Mar-2001,1.34,9.58,0.1,8.21
09-Mar-2001,1.43,2.41,0.82,9.12
10-Mar-2001,1.43,3.69,0.83,10.76
11-Mar-2001,1.77,10.02,0.66,10.07
12-Mar-2001,1.78,9.04,1.22,6.07
13-Mar-2001,1.97,0.03,1.07,5.17
14-Mar-2001,1.53,0.01,1.21,5.77
15-Mar-2001,1.38,0.9,0.83,5.94
16-Mar-2001,1.29,5.61,0.62,5.62
17-Mar-2001,1.34,2.02,0.79,3.39
18-Mar-2001,1.35,4.42,0.6,2.75
19-Mar-2001,1.33,0.01,1.05,2.47
20-Mar-2001,1.28,1.93,1.03,2.6
21-Mar-2001,1.68,9.11,0.49,2.54
22-Mar-2001,1.65,3.15,0.49,5.18
23-Mar-2001,1.75,4.53,0.48,7.44
24-Mar-2001,1.68,0.05,0.23,6.08
25-Mar-2001,1.5,0.01,0.58,4.21
26-Mar-2001,1.4,0,0.59,3.43
27-Mar-2001,1.36,1.69,0.62,5.14
28-Mar-2001,1.39,3.67,0.69,7.02
29-Mar-2001,1.36,1.42,0.97,6.26
30-Mar-2001,1.29,0.11,1.74,7.95
31-Mar-2001,1.27,0.22,1.46,10.89
01-Apr-2001,1.24,0.01,1.82,11.43
02-Apr-2001,1.22,5.46,1.87,12.93
03-Apr-2001,1.26,7.35,1.95,9.7
04-Apr-2001,1.44,3.92,1.72,7.64
05-Apr-2001,1.54,6.96,0.94,6.79
06-Apr-2001,1.54,3.08,1.36,10.68
07-Apr-2001,1.55,5.55,1.42,6.96
08-Apr-2001,1.51,1.89,1.68,6.89
09-Apr-2001,1.48,3.84,1.44,9.8
10-Apr-2001,1.44,1.27,1.27,8.32
11-Apr-2001,1.33,0,1.35,7.61
12-Apr-2001,1.24,0,1.38,6.26
13-Apr-2001,1.2,0,1.93,4.6
14-Apr-2001,1.2,2.2,0.75,6.45
15-Apr-2001,1.2,1.87,1.49,8.03
16-Apr-2001,1.16,0.05,1.45,6.04
17-Apr-2001,1.14,6.4,1.64,5.97
18-Apr-2001,1.17,2.33,1.62,4.11
19-Apr-2001,1.16,3.78,1.63,3.74
20-Apr-2001,1.24,3.15,1.61,5.02
21-Apr-2001,1.29,0.03,1.79,5.49
22-Apr-2001,1.23,0,1.93,6.96
23-Apr-2001,1.18,1.01,1.45,8.11
24-Apr-2001,1.15,4.24,0.99,7.23
25-Apr-2001,1.36,8.25,1.54,8.59
26-Apr-2001,1.41,4.59,1.73,9.06
27-Apr-2001,1.33,6.21,1.78,9.04
28-Apr-2001,1.47,2.02,2.34,9.42
29-Apr-2001,1.31,0.52,2.01,8.36
30-Apr-2001,1.2,0,2.23,8.39
01-May-2001,1.11,0,2.07,8.06
02-May-2001,1.08,3.15,1.65,8.64
03-May-2001,1.07,0.72,1.61,8.73
04-May-2001,1.02,0.01,2.47,7.37
05-May-2001,0.98,0.07,2.64,7.02
06-May-2001,0.96,0.01,2.37,7.64
07-May-2001,0.96,0,2.69,8.69
08-May-2001,0.93,0,2.67,8.35
09-May-2001,0.91,0.03,2.24,9.98
10-May-2001,0.89,0,3.4,13.83
11-May-2001,0.87,0,4.11,14.86
12-May-2001,0.85,0,3.92,13.48
13-May-2001,0.84,0.12,3.56,14.86
14-May-2001,1.04,30.66,1.25,11.75
15-May-2001,1.14,1.81,1.69,11.06
16-May-2001,1.04,7.31,1.85,12.41
17-May-2001,1.18,5.38,1.39,9.48
18-May-2001,1.09,0.02,2.37,11.49
19-May-2001,0.96,0,2.33,11.93
20-May-2001,0.91,0,1.78,13
21-May-2001,0.87,0,3.33,12.06
22-May-2001,0.83,0,3.72,12.56
23-May-2001,0.8,0.01,3.82,13.44
24-May-2001,0.7,0,3.48,12.43
25-May-2001,0.69,0,2.73,12.45
26-May-2001,0.67,0.06,3.64,17.19
27-May-2001,0.66,0,2.17,17.83
28-May-2001,0.64,0,3.56,19.36
29-May-2001,0.61,0,4.86,16.56
30-May-2001,0.59,0,4.49,16.11
31-May-2001,0.57,0.28,3.79,13.22
01-Jun-2001,0.57,1.54,2.5,13.4
02-Jun-2001,0.56,0.06,2.66,11.54
03-Jun-2001,0.55,0,3.59,10.2
04-Jun-2001,0.54,0,2.92,13.11
05-Jun-2001,0.55,0.01,3.04,13.79
06-Jun-2001,0.55,0.5,2.54,14.7
07-Jun-2001,0.52,0.36,3.96,11.39
08-Jun-2001,0.51,0.14,3.42,9.75
09-Jun-2001,0.5,5.02,2.4,10.1
10-Jun-2001,0.53,1.76,1.88,10.21
11-Jun-2001,0.52,0,2.69,11.49
12-Jun-2001,0.5,0,2.03,13.31
13-Jun-2001,0.49,0.04,2.57,14.4
14-Jun-2001,0.47,2.7,3.41,15.33
15-Jun-2001,0.52,14.94,2.23,14.85
16-Jun-2001,0.77,20.43,1.4,13.72
17-Jun-2001,0.7,0.57,1.57,11.79
18-Jun-2001,0.62,0,3.24,12.14
19-Jun-2001,0.58,0,3.45,16.36
20-Jun-2001,0.59,0,4.21,16.69
21-Jun-2001,0.57,0,3.39,13.26
22-Jun-2001,0.54,0,3.15,13.15
23-Jun-2001,0.53,0,2.87,13.85
24-Jun-2001,0.53,0,4.23,17.22
25-Jun-2001,0.51,0,4.75,19.22
26-Jun-2001,0.46,1.84,4.89,19.52
27-Jun-2001,0.43,0,3.78,19.55
28-Jun-2001,0.41,0,4.22,18.03
29-Jun-2001,0.4,0,3.06,18.92
30-Jun-2001,0.39,0,4.19,18.31
01-Jul-2001,0.39,0,2.88,18.62
02-Jul-2001,0.38,0,2.88,20.97
03-Jul-2001,0.37,0,4.46,20.79
04-Jul-2001,0.38,0,5.19,20.5
05-Jul-2001,0.35,0,4.23,20.27
06-Jul-2001,0.34,0.96,2.32,19.06
07-Jul-2001,0.35,8.69,1.31,17.13
08-Jul-2001,0.37,0,1.82,17.49
09-Jul-2001,0.36,5.14,2.66,16.62
